,RandomForest,XGBoost,LightGBM,DecisionTree
month_mode_1,0.015144312082260357,0.010073581,1320.0976134073721,0.013899933364446192
month_mode_2,0.005326019769564377,0.0076294956,525.223509109826,0.0003981163132357067
month_mode_3,0.006930108307145728,0.0072195553,965.1119193898465,0.0027378937401510506
month_mode_4,0.005297765487975244,0.007941465,574.451065504193,0.0036505294078664923
month_mode_5,0.006902628639258727,0.009098875,1007.6685886248197,0.0007591233401354191
month_mode_6,0.007745126084795041,0.0072212373,623.7641080131853,0.003121370181251131
month_mode_7,0.0020536401135008877,0.007133505,327.79277534594456,0.0010115093856105583
month_mode_8,0.0029720430849572163,0.008323413,366.69418513270534,0.0
month_mode_9,0.0053288813006289,0.0074999025,404.61580136216537,0.0027757446435491303
month_mode_10,0.011750045069275676,0.009307225,418.5414300749197,0.00013599898324679157
month_mode_11,0.011964399771834748,0.011030872,1233.3837991272949,0.0
month_mode_12,0.006186233104676831,0.030674541,725.891653219907,0.0
quarter_mode_1,0.013859742116792941,0.009894879,1129.8769657583534,0.011428298801929302
quarter_mode_2,0.018057864904349737,0.017590726,2330.5544142334033,0.0024512646939309213
quarter_mode_3,0.012337912518623949,0.012403037,1368.0681692129656,0.0010227208348318154
quarter_mode_4,0.0199395560464241,0.008863699,1349.5372350961454,0.0202005505048117
year_mode_2014,0.009612355399586695,0.01147786,1273.866928261971,0.0105453319382
year_mode_2015,0.008077551581487803,0.013767438,792.4370028374025,0.0
year_mode_2016,0.013520650231774756,0.014028846,1249.960089922073,0.0024180530928233383
year_mode_2017,0.007741537553494475,0.011327601,1037.028075047799,0.0012536864461008003
year_mode_2018,0.0050940799150659185,0.013331698,772.4947620484784,0.0
year_mode_2019,0.017835537434048847,0.013622954,915.5191441681264,0.0065042695854871215
year_mode_2020,0.004406732115158896,0.010678412,795.8010147400851,0.004499255264087262
year_mode_2021,0.008684420931143345,0.012077067,997.4060791771245,0.006835776688404105
year_mode_2022,0.011340149756421388,0.0094174575,1259.617857996903,0.0030599068181379587
year_mode_2023,0.007859265706648112,0.011578749,527.0885828916782,0.004634720302350051
day_week_mode_0,0.025229770622479417,0.020000855,3800.162069931636,0.045015219571591665
day_week_mode_1,0.01946702426946439,0.0121316435,1973.0359498202663,0.014961988668182404
day_week_mode_2,0.010231768464312343,0.007289158,1177.0454675034955,0.0013799652494293601
day_week_mode_3,0.010476962034128645,0.012789745,2078.8308200602755,0.009461580414851123
day_week_mode_4,0.01110002558029883,0.008982359,754.3346832774527,0.002269801644545772
day_week_mode_5,0.0,0.0,0.0,0.0
day_week_mode_6,0.0,0.0,0.0,0.0
customer_country_mode_14,0.0003186563540547127,0.008810529,127.80963243823498,0.0
customer_country_mode_AE,9.867300352321521e-06,0.0035370942,32.93673918777495,0.0
customer_country_mode_AR,0.0,0.0,0.0,0.0
customer_country_mode_AT,2.00122078441709e-06,0.0072913202,21.65000629160951,0.0
customer_country_mode_AU,0.0003677582163841263,0.009907019,88.96361523896324,0.0
customer_country_mode_BE,0.0,0.0,0.0,0.0
customer_country_mode_BR,2.1557166908772153e-05,0.011099134,3.61063152551651,0.0
customer_country_mode_BY,0.0,0.0,0.0,0.0
customer_country_mode_CA,0.00013754387817603984,0.0007994134,3.149162578396499,0.0
customer_country_mode_CH,0.009149629755125519,0.0070768413,236.37696855321883,0.06188324381588325
customer_country_mode_CN,0.010733734456347097,0.014765598,1167.9061895355999,0.0
customer_country_mode_CO,0.0,0.0,0.0,0.0
customer_country_mode_CZ,5.084794019394903e-06,0.003562168,0.0,0.0
customer_country_mode_DE,0.0009766677994478262,0.006711352,358.0450366073724,0.0
customer_country_mode_DK,0.027892584488802566,0.02239145,3331.1457954409266,0.05305190019390282
customer_country_mode_EC,0.0,0.0,0.0,0.0
customer_country_mode_EE,0.0,0.0,0.0,0.0
customer_country_mode_ES,0.009058540153558855,0.022111338,1089.8251566818528,0.004320800700361646
customer_country_mode_FI,1.1812883932851471e-05,0.002991383,19.51559756579809,0.0
customer_country_mode_FR,0.00547978988310417,0.010765067,645.3589604341738,0.0005160695614757528
customer_country_mode_GB,0.0008395753227237464,0.010178752,431.9663375876849,0.0
customer_country_mode_GR,0.0,0.0,0.0,0.0
customer_country_mode_HK,2.0989309470511834e-05,0.016051942,36.36491374617582,0.0
customer_country_mode_ID,9.034591697554869e-05,0.007175418,45.74559297757739,0.0
customer_country_mode_IE,0.0,0.0,0.0,0.0
