,RandomForest,XGBoost,LightGBM,DecisionTree
month_mode_1,0.002406190407443822,0.0012643703,110.33573869659813,0.0013882252939914812
month_mode_2,0.0019132547253528788,0.000997736,412.90238044186043,0.005878665476167991
month_mode_3,0.001758156189021085,0.0003623765,64.3262068062558,0.0
month_mode_4,0.000689283893366847,0.00034413967,9.484096043160735,0.0
month_mode_5,0.001159706267890036,0.00024338545,9.824727260786887,0.0
month_mode_6,0.001089137875652016,0.00025738412,25.78957271707035,0.0
month_mode_7,0.0004736062887151196,0.0007563057,88.64450993313987,0.0
month_mode_8,0.00041612333143131985,0.00051558565,18.970119529180682,0.0
month_mode_9,0.0007321249517265551,0.00046160916,11.631574311328158,0.0
month_mode_10,0.0018501935323851364,0.0003999888,19.79475438484178,0.0007523213487941671
month_mode_11,0.0033400879404399163,0.0015963932,89.5898397758541,0.0
month_mode_12,0.0015704842470915922,0.0024481388,137.77318170294853,0.006691291877672792
quarter_mode_1,0.0025727076223898055,0.00030025348,34.72514087288766,0.0006582604741463575
quarter_mode_2,0.0057151441920582444,0.00067112426,32.839516104189876,0.00021045579114642698
quarter_mode_3,0.0019322885020068002,0.00014683542,62.32237488953711,0.0
quarter_mode_4,0.0054733061999235385,0.0006651953,200.85144293606302,0.0
year_mode_2014,0.0018897047224725077,0.0003189402,24.432403744622466,0.0005496409140724336
year_mode_2015,0.0016511917517387377,0.0011272035,60.16574854050865,0.0033839473949482616
year_mode_2016,0.0028328989433022166,0.0010935056,44.112691459315414,0.0004419138374871603
year_mode_2017,0.0011619505219950044,0.0006289385,12.356132232340569,0.0
year_mode_2018,0.0007553313720671164,0.0004764851,6.819689959949647,0.0
year_mode_2019,0.0034055195954729445,0.0006055651,31.726928557655967,0.00026581105827728954
year_mode_2020,0.001687372396315724,0.001299406,62.605996482922805,0.0
year_mode_2021,0.001898932595431164,0.00044906727,2.993433144590536,0.0
year_mode_2022,0.0017822476422305036,0.0009050314,47.437577826289974,0.0
year_mode_2023,0.0035172343714881113,0.0036327378,578.0649923871637,0.009482697559600644
day_week_mode_0,0.005244705677971089,0.00054557435,5.636989274497505,0.0
day_week_mode_1,0.0065261943762516,0.0003505211,203.8842067029736,0.0009392963515186463
day_week_mode_2,0.0023103791770150463,0.00044664982,66.65583355245494,0.0
day_week_mode_3,0.003274512462631852,0.00047999423,47.74666280421179,0.00014668014959530343
day_week_mode_4,0.0019320801428012525,0.00070440915,84.30202897900452,0.0001733706135737754
day_week_mode_5,0.0,0.0,0.0,0.0
day_week_mode_6,0.0,0.0,0.0,0.0
quantity_sum,0.014955050161202129,0.00021378572,228.51260335611462,0.0
price_sum,0.007539433589768787,0.00018726828,269.3478858114546,0.0
unit_weight,0.05179730329053698,0.0017369116,862.875674816426,0.0020450569294085757
unit_price_mean,0.028368490070173547,0.0004613057,348.0828876048537,0.0006226252634709595
customer_id_count,0.021932249630985817,0.00041668586,231.89349218967735,0.007948313847958225
description_0,0.00035548743221935284,0.00090927316,3.8183618626416513,0.0
description_1,7.199179407270242e-07,0.0,2.4235730697708124e-05,0.0
description_2,0.00020720565809758274,0.039740473,74.32540130615234,0.0
description_3,0.0017093301461677637,0.0006684415,0.40852609121248895,0.0
description_4,0.00033252409923590796,0.00446579,179.16398416304233,0.001962451126566807
description_5,0.005997620736005662,0.003032493,405.76412690549483,0.0
description_6,0.0,0.0,0.0,0.0
description_7,0.00021377032419520042,0.0005959033,3.462112462151567,0.0009160772693299865
description_8,0.0,0.0,0.10171200148761272,0.0
description_9,3.558144660938152e-05,0.0,3.720169949872343e-09,0.0
description_10,0.007911040702760913,0.020385088,1243.7987634345573,0.057795987211438936
description_11,0.0004330535381046361,0.0,5.10581932523913,0.0
description_12,7.078744395125876e-06,0.0,0.5537711583716387,0.0
description_13,0.032146140947644966,0.0053566275,403.7011632779747,0.0
description_14,4.7117560885692325e-05,0.0005166596,7.586041648906033,0.0
description_15,0.0,0.0019471855,0.0,0.0
description_16,0.0010347183503513476,0.003201623,67.6060102044439,0.00856094774357726
