,RandomForest,XGBoost,LightGBM,DecisionTree
month_mode_1,0.0031266531353354755,0.0006279521,628.498672975218,0.000757587581492236
month_mode_2,0.002583703579174362,0.00036899795,375.897883257229,0.00022584862342094433
month_mode_3,0.0017844865977697383,0.00033278964,1322.8345969617174,0.0002677235859090271
month_mode_4,0.0005769663300283593,0.0004173991,75.82071461827891,0.0
month_mode_5,0.0022336259935174033,0.0020224983,597.6012761538094,0.00043512278024988074
month_mode_6,0.0011845150328207471,0.00032711943,308.69493677417717,0.0
month_mode_7,0.0009363856759447288,0.00044356537,1005.844946754195,0.0031037457368147513
month_mode_8,0.0005398909277628642,0.00026832454,171.13341057261812,0.0
month_mode_9,0.0005651810256434428,0.0005679429,76.23902876082317,0.0
month_mode_10,0.0008851294943754679,0.0007190607,253.21830890180334,0.0
month_mode_11,0.002119921808760913,0.0002540502,108.48791031031168,0.00018632807758455397
month_mode_12,0.0011721960486762726,0.00051156926,220.24347795884626,0.0
quarter_mode_1,0.00448115189561971,0.00052676466,896.8291875454864,0.0027515884585965823
quarter_mode_2,0.0034268283875147493,0.00029964148,1388.642934423945,0.0
quarter_mode_3,0.0008816877705890786,0.0001854459,74.42230870282295,0.0
quarter_mode_4,0.0014305148419268944,0.00020784063,78.3435625027975,0.0
year_mode_2014,0.0025628005590822953,0.00018967151,320.2037333294113,4.1166870137688206e-05
year_mode_2015,0.0016088160789585915,0.0006354966,363.80433788318425,9.566860589555647e-05
year_mode_2016,0.0026315158836796217,0.0005017237,357.6654761916351,8.007426196139219e-05
year_mode_2017,0.001101261310265293,0.00046384128,254.64659248556404,0.0
year_mode_2018,0.0033680304013304777,0.0020570704,814.4300186652101,0.002806299122024386
year_mode_2019,0.0011463888623101553,0.00041033528,112.85063413432758,5.770740658029414e-05
year_mode_2020,0.0010376570967024696,0.0009089956,145.03715229632294,8.010059810067354e-05
year_mode_2021,0.0012837950761696694,0.00023746319,217.78553143895488,0.0
year_mode_2022,0.001888403150667886,0.0006728228,499.2426944768866,0.009093801738333409
year_mode_2023,0.0010929006394950836,0.000834331,500.447251075765,0.0015975739974965258
day_week_mode_0,0.002810064314882751,0.000402513,705.8191886245173,0.00042852263888568543
day_week_mode_1,0.003910630323427193,0.00047654015,794.8621664462371,0.002941540631499494
day_week_mode_2,0.001605342440043314,0.0004653376,280.3213299303558,0.0001116010850139189
day_week_mode_3,0.0022315128917334524,0.00062305806,449.33768155794763,0.00021892582761104826
day_week_mode_4,0.002154522214590358,0.0006486195,294.17112417706954,0.0
day_week_mode_5,0.0,0.0,0.0,0.0
day_week_mode_6,0.0,0.0,0.0,0.0
quantity_sum,0.012516777994621668,0.00028908267,2601.8147184980876,4.317848205542519e-05
price_sum,0.010367089308007813,0.00026269723,2266.631130324923,0.00143743719214016
unit_weight,0.044964065744057743,0.003309181,24754.151068151274,0.07408171707777131
unit_price_mean,0.028093889629239886,0.00109331,4399.146164322963,0.00015512327653861472
customer_id_count,0.0239991579293353,0.0013864255,6449.634862235134,0.00014592817667822576
description_0,0.0004548909907087335,0.00058637507,89.26286461749707,0.0
description_1,4.837310601766734e-06,0.00027620504,20.228156583057782,0.0
description_2,2.3006864753573507e-05,0.0003394779,16.92813898326025,0.0
description_3,0.00027711119058275696,0.0,0.0,0.0
description_4,0.0004779690274711576,0.002198654,35.064075143500006,0.0
description_5,0.0002858751468835502,0.002123812,735.0347662734447,0.0013132150839212397
description_6,0.011155316855773714,0.00735702,3615.977809302049,0.0026924467589589107
description_7,6.189302865663966e-06,0.0086008115,8.583539184182882,0.0
description_8,0.00042036179948745547,0.00026999632,19.156642486678223,0.0
description_9,4.066693893877947e-05,0.0037947919,4.187655601052953,0.0
description_10,1.9507229097862214e-05,0.0002772027,5.7728092466360685,0.0
description_11,0.000682756699288309,0.00019321444,10.570548963302542,0.0
description_12,2.7611478872394304e-05,0.00061412255,23.67718779945019,0.0
description_13,5.3265661033778965e-06,0.0028626767,2.869782462191629,0.0
description_14,0.019650946984436236,0.0023546538,1453.0474065846051,0.0
description_15,8.549055277019605e-05,0.0008827945,67.5723346420176,0.0
description_16,6.740749004466454e-06,0.0018408651,6.9376594550775135,0.0
description_17,0.00018589842284094752,0.0017398512,385.9904221465303,0.0
description_18,0.00015892852848861002,0.0043619894,59.143992258191325,0.0
description_19,0.0014329496120096639,0.005914836,283.83352386359456,0.00040096741143189833
description_20,1.195823766599323e-08,0.0,0.07354315398550981,0.0
description_21,0.00011555000772900563,0.001201302,460.4609087983795,0.0
description_22,1.2923200558536914e-05,0.0,0.0,0.0
description_23,0.00011549111827527797,0.0019890666,6.424925584730925,0.0
description_24,0.0017223204211111469,0.00078866637,227.58106409821653,0.0
description_25,0.011372959426402141,0.0010626327,404.07886361190725,0.024027706257757495
description_26,0.0006172953145351906,0.013054311,788.4409082503615,0.0
description_27,0.0011496361437106878,0.0033123542,251.68367888411936,0.0010905503275625116
description_28,0.0011862258220548872,0.0032380556,1280.4724293705506,0.0008456794531542601
description_29,0.004149315228715095,0.029362949,4853.446845525854,0.0
description_30,2.4730385984435e-06,0.0,1.6528423178177118,0.0
description_31,0.0004962792900264505,0.0019455026,449.1889079616423,0.0
description_32,0.0001960487636860296,0.0015868396,384.65004710244745,0.0
description_33,0.00030932159692682214,0.00055972947,82.37780275411869,0.0
description_34,2.3676038645911616e-07,0.0,3.160782873834478e-05,0.0
description_35,0.02213884428099992,0.005235967,7526.936629271314,0.005126526554735226
description_36,0.00017468051137598128,0.00028627677,23.531430796475437,0.0
description_37,0.012334779546143218,0.00085712003,2656.94666239078,0.0002870324924374118
description_38,0.00041054967283168535,0.0044108885,60.4280233476311,0.0
description_39,0.0009777813685935216,0.0,113.04651936888695,0.0
description_40,0.0005537434091714699,0.0017956427,596.8804931917646,0.0
description_41,0.001353848772469626,0.0006834306,124.13879759988556,0.0
description_42,0.05940429824901581,0.004721166,19012.467890389653,0.0689030302322185
description_43,1.7930877354735662e-05,0.0,0.7045946940779686,0.0
description_44,0.0004404222735167558,0.022297278,137.4194112528174,0.0
description_45,0.00021039944337015583,0.0009807575,287.8449760992195,0.002525240889606964
description_46,0.00017332924060232244,0.0010712986,335.6307862033709,0.0
description_47,0.0005194654420000137,0.0001964499,65.25289916992188,0.0
description_48,0.010209765796869219,0.007608274,2869.5929016980226,0.0004376687864097807
description_49,0.0007323793770764794,0.00227628,90.31941768475257,0.0
description_50,1.7620193867709433e-05,0.0,1.6344176795902055,0.0
description_51,0.0004296776030054291,0.0013552555,168.3047554954017,0.005536251793221555
description_52,1.4880865646387208e-05,0.0,0.0,0.0
description_53,0.0012254918868190583,0.008656734,740.3791512699055,0.00025909733862639056
description_54,0.00176924782249507,0.113697454,1766.5885161263827,0.0
description_55,0.013082568364434026,0.00073948025,717.612310221717,0.015600581708069244
description_56,0.00020451552959668408,0.002595698,220.42924542668965,0.0
description_57,0.02642001104303417,0.021971475,11065.456718735517,0.03977778727679733
description_58,4.481642041323828e-05,0.010022774,0.00041910683364258447,0.0
description_59,0.0008086651684840802,0.007700831,35.071685901236826,0.0
description_60,0.011389923267224924,0.021718124,6452.9185768299485,0.0
description_61,0.00026886357371563944,0.0005733387,60.31926256868394,0.0
description_62,0.005313522445322481,0.002492564,734.4328366105615,0.00016360434796684143
description_63,5.9754401135222347e-05,0.0010098908,104.29412582462095,0.0
description_64,0.07756311519798498,0.009530078,12700.975707343692,0.2576329397140376
description_65,8.888105164333822e-05,0.00081359217,87.76025865497265,0.0
description_66,0.011155875676021668,0.014201432,1461.7105376604186,0.0012918787322173855
description_67,0.00011202058551098441,0.0006674453,0.10558094567470167,0.0
description_68,0.01873240767182621,0.0083555905,9500.241780874276,0.019227635180006013
description_69,0.001204229054606756,0.0074255127,945.3501418963817,0.0
description_70,0.00031770396589033556,0.00054405455,195.85444646493906,0.0
description_71,0.002094722789589159,0.0034785937,635.0303738821978,0.0076390501218200875
description_72,5.129791211408653e-05,0.0029801012,1.795533481054008,0.0
description_73,1.4159704351524372e-05,0.00040116213,14.975352580300815,0.0
description_74,0.006888026755813719,0.00065611623,289.79804646467454,0.0
description_75,0.00014111430421756723,0.00043079944,10.599929861577552,0.0
description_76,3.85193704267301e-06,0.0,4.953093307218104e-05,0.0
description_77,0.0001574071596834346,0.0053357333,2.7701218042492086,0.0
description_78,0.003994321909770843,0.0052131554,2021.6316678199048,0.0
description_79,0.005589674465106225,0.0026317337,1491.1370771041672,0.0005862746899086359
description_80,0.009850523791537271,0.0088737495,7115.505435469571,0.0
description_81,0.0012346737575379722,0.0010052039,101.41061096008917,0.0
description_82,8.262364673129482e-05,0.0040951436,120.98195184325232,0.0012288837608143174
description_83,5.252593994560704e-05,0.0042300564,8.304520406516858,0.0
description_84,0.005441890578265518,0.027204132,2420.6815230067054,0.02635852255084498
description_85,0.0004926540369599994,0.0,0.0,0.0
description_86,1.2282063774326503e-05,0.0,5.003418092077482,0.0
description_87,0.002018804611856093,0.0022337483,588.8661752356064,0.0
description_88,2.8945786346022315e-06,0.0011405945,0.7515413445286327,0.0
description_89,9.833129338911001e-05,0.0006572035,171.8567116469042,0.0
description_90,0.0022870822284154096,0.0021709998,440.8885573275558,0.0
description_91,0.005962503692500352,0.00083073543,225.58868543868752,0.0
